ID,GPA,Gender,Ethnicity,Major,Skill1,Skill2,Skill3,Project choice,Group Number,,group GPA mean,Rules Broken
15,3.080157248,F,-,EE,-,y,y,automotive,1
56,2.4034790358,M,N,Mech E,y,-,y,automotive,1
77,3.2442013882,F,-,EE,-,y,y,automotive,1
92,3.5266254864,F,-,Civ E,y,y,y,automotive,1
97,3.2194094149,F,-,CS,y,y,-,automotive,1
summary,,,,,,,,,,,3.09477451466

10,2.8919136743,F,-,EE,-,y,-,automotive,2
16,2.5323835304,M,-,Mech E,y,y,y,automotive,2
50,3.0954767731,F,-,Mech E,-,y,y,automotive,2
63,2.9766085902,F,-,EE,y,-,y,automotive,2
84,4.0719171861,F,-,Civ E,y,y,y,automotive,2
summary,,,,,,,,,,,3.11365995082,Distribute: Major

1,2.024015675,M,-,Mech E,y,y,y,automotive,3
9,3.4669638346,F,H,Mech E,y,y,-,automotive,3
35,2.6528990285,F,-,EE,y,y,y,automotive,3
80,2.9090256084,F,-,EE,-,y,y,automotive,3
100,3.3293801494,M,H,Mech E,-,-,y,automotive,3
summary,,,,,,,,,,,2.87645685918,Distribute: Major

6,3.1635579168,F,-,Civ E,-,-,-,robotics,4
21,2.5505301791,F,-,Civ E,y,y,y,robotics,4
32,4.0540402505,F,-,CS,y,y,y,robotics,4
53,3.1231054431,F,-,EE,-,y,y,robotics,4
86,3.6461426965,F,-,Mech E,y,y,y,robotics,4
summary,,,,,,,,,,,3.3074752972

66,2.9919567367,M,-,EE,-,y,y,statistics,5
70,3.4160383855,F,-,Civ E,y,y,y,statistics,5
75,3.7756850713,F,-,CS,y,y,y,statistics,5
88,2.3187016192,F,-,EE,y,-,-,statistics,5
95,3.2579174234,F,-,Civ E,y,y,y,statistics,5
summary,,,,,,,,,,,3.15205984722

2,2.9339069919,F,-,Mech E,y,y,y,robotics,6
23,2.7576422634,F,-,CS,y,y,y,robotics,6
36,3.0215581781,F,-,EE,y,-,y,robotics,6
74,3.7095788541,F,-,EE,y,y,y,robotics,6
93,3.8268590517,F,-,Civ E,-,y,-,robotics,6
summary,,,,,,,,,,,3.24990906784

13,3.1237208854,F,H,CS,y,y,y,statistics,7
22,3.4572566907,F,H,EE,y,y,-,statistics,7
59,2.8084099093,F,-,Civ E,-,y,y,renewable energy,7
82,2.9559694938,F,-,EE,y,-,y,renewable energy,7
96,3.4892035031,M,-,CS,y,y,y,robotics,7
summary,,,,,,,,,,,3.16691209646,Aggregate: Project choice

12,3.024861827,F,-,Civ E,y,y,-,nanotech,8
28,3.0531187053,F,-,EE,-,-,y,automotive,8
44,3.0564556536,F,-,CS,y,y,y,automotive,8
45,3.0553318909,F,-,EE,y,y,y,nanotech,8
81,3.2220582253,F,-,Mech E,y,y,y,robotics,8
summary,,,,,,,,,,,3.08236526042,Aggregate: Project choice

25,3.0482022356,F,-,EE,y,y,y,robotics,9
29,2.7455509513,F,-,EE,y,y,y,robotics,9
46,3.1180540114,F,-,Mech E,-,y,y,robotics,9
55,3.5954068248,F,-,Civ E,y,-,-,robotics,9
60,2.26046711,F,-,CS,y,y,y,robotics,9
summary,,,,,,,,,,,2.95353622662

11,3.1217136627,F,-,EE,-,y,y,robotics,10
41,2.2255821972,F,-,Civ E,y,y,y,robotics,10
62,2.8396612689,F,-,Mech E,y,-,y,robotics,10
